completion_time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_endpoint_x,cursor_endpoint_y,target_x,target_y,target_to_endpoint_x,target_to_endpoint_y
698.0,0,65,33,-105,105,375,645,415,648,408,645,7,3
852.0,1,1,12,105,105,585,645,602,646,597,645,5,1
584.0,2,126,119,105,105,585,645,696,640,704,645,-8,-5
498.0,3,60,33,-105,105,375,645,418,645,408,645,10,0
535.0,4,219,262,105,-105,585,435,851,423,847,435,4,-12
983.0,5,68,33,-105,105,375,645,416,645,408,645,8,0
567.0,6,79,33,-105,-105,375,435,411,430,408,435,3,-5
751.0,7,304,462,-105,105,375,645,767,644,837,645,-70,-1
533.0,8,264,355,-105,105,375,645,706,644,730,645,-24,-1
567.0,9,256,355,105,-105,585,435,900,418,940,435,-40,-17
1300.0,10,10,12,105,-105,585,435,599,436,597,435,2,1
916.0,11,11,12,105,-105,585,435,595,436,597,435,-2,1
581.0,12,49,33,105,105,585,645,624,645,618,645,6,0
734.0,13,51,33,105,-105,585,435,632,433,618,435,14,-2
699.0,14,14,12,105,-105,585,435,600,437,597,435,3,2
767.0,15,111,69,-105,-105,375,435,453,436,444,435,9,1
814.0,16,6,12,105,105,585,645,601,647,597,645,4,2
599.0,17,13,12,105,-105,585,435,599,434,597,435,2,-1
568.0,18,234,262,-105,-105,375,435,608,436,637,435,-29,1
767.0,19,92,69,105,-105,585,435,647,438,654,435,-7,3
735.0,20,20,12,-105,105,375,645,386,645,387,645,-1,0
701.0,21,303,462,-105,105,375,645,731,656,837,645,-106,11
701.0,22,22,12,-105,105,375,645,384,644,387,645,-3,-1
769.0,23,23,12,-105,105,375,645,390,644,387,645,3,-1
752.0,24,342,583,-105,105,375,645,895,646,958,645,-63,1
584.0,25,306,462,-105,105,375,645,914,653,837,645,77,8
619.0,26,26,12,-105,105,375,645,387,644,387,645,0,-1
633.0,27,121,119,105,105,585,645,740,648,704,645,36,3
699.0,28,238,262,-105,-105,375,435,607,432,637,435,-30,-3
650.0,29,30,12,-105,-105,375,435,392,435,387,435,5,0
617.0,30,9,12,105,105,585,645,599,645,597,645,2,0
615.0,31,259,355,105,-105,585,435,877,431,940,435,-63,-4
499.0,32,69,33,-105,105,375,645,420,645,408,645,12,0
835.0,33,239,262,-105,-105,375,435,613,431,637,435,-24,-4
534.0,34,34,12,-105,-105,375,435,392,435,387,435,5,0
569.0,35,169,183,105,105,585,645,809,646,768,645,41,1
465.0,36,36,12,-105,-105,375,435,390,437,387,435,3,2
533.0,37,233,262,-105,-105,375,435,560,437,637,435,-77,2
668.0,38,317,462,-105,-105,375,435,805,444,837,435,-32,9
584.0,39,59,33,105,-105,585,435,629,432,618,435,11,-3
634.0,40,128,119,105,105,585,645,734,644,704,645,30,-1
633.0,41,127,119,105,105,585,645,719,643,704,645,15,-2
635.0,42,271,355,-105,-105,375,435,688,443,730,435,-42,8
782.0,43,328,583,105,105,585,645,1099,625,1168,645,-69,-20
583.0,44,337,583,105,-105,585,435,1119,447,1168,435,-49,12
500.0,45,45,33,105,105,585,645,629,646,618,645,11,1
450.0,46,137,119,105,-105,585,435,720,439,704,435,16,4
549.0,47,286,462,105,105,585,645,1045,652,1047,645,-2,7
467.0,48,319,462,-105,-105,375,435,764,437,837,435,-73,2
784.0,49,48,33,105,105,585,645,630,641,618,645,12,-4
584.0,50,228,262,-105,105,375,645,623,645,637,645,-14,0
567.0,51,224,262,-105,105,375,645,629,647,637,645,-8,2
616.0,52,122,119,105,105,585,645,715,649,704,645,11,4
717.0,53,266,355,-105,105,375,645,704,643,730,645,-26,-2
549.0,54,215,262,105,-105,585,435,842,436,847,435,-5,1
484.0,55,82,69,105,105,585,645,677,647,654,645,23,2
567.0,56,144,119,-105,105,375,645,517,646,494,645,23,1
534.0,57,174,183,105,-105,585,435,757,435,768,435,-11,0
467.0,58,58,33,105,-105,585,435,628,434,618,435,10,-1
516.0,59,269,355,-105,105,375,645,735,639,730,645,5,-6
384.0,60,28,12,-105,105,375,645,386,645,387,645,-1,0
434.0,61,106,69,-105,105,375,645,448,642,444,645,4,-3
433.0,62,18,12,105,-105,585,435,600,433,597,435,3,-2
533.0,63,52,33,105,-105,585,435,610,438,618,435,-8,3
1070.0,64,206,262,105,105,585,645,804,639,847,645,-43,-6
550.0,65,300,462,-105,105,375,645,780,650,837,645,-57,5
551.0,66,242,355,105,105,585,645,977,646,940,645,37,1
553.0,67,135,119,105,-105,585,435,699,434,704,435,-5,-1
519.0,68,141,119,-105,105,375,645,488,644,494,645,-6,-1
536.0,69,155,119,-105,-105,375,435,501,432,494,435,7,-3
484.0,70,134,119,105,-105,585,435,711,443,704,435,7,8
632.0,71,257,355,105,-105,585,435,891,433,940,435,-49,-2
1183.0,72,276,355,-105,-105,375,435,652,436,730,435,-78,1
835.0,73,258,355,105,-105,585,435,903,422,940,435,-37,-13
668.0,74,297,462,105,-105,585,435,1037,438,1047,435,-10,3
536.0,75,152,119,-105,-105,375,435,494,432,494,435,0,-3
501.0,76,240,355,105,105,585,645,942,650,940,645,2,5
485.0,77,296,462,105,-105,585,435,1019,445,1047,435,-28,10
519.0,78,27,12,-105,105,375,645,388,644,387,645,1,-1
602.0,79,345,583,-105,105,375,645,984,638,958,645,26,-7
436.0,80,80,69,105,105,585,645,664,643,654,645,10,-2
351.0,81,108,69,-105,105,375,645,439,643,444,645,-5,-2
483.0,82,179,183,105,-105,585,435,765,428,768,435,-3,-7
481.0,83,341,583,-105,105,375,645,971,643,958,645,13,-2
502.0,84,24,12,-105,105,375,645,389,645,387,645,2,0
416.0,85,74,33,-105,-105,375,435,410,436,408,435,2,1
502.0,86,244,355,105,105,585,645,963,648,940,645,23,3
467.0,87,87,69,105,105,585,645,657,646,654,645,3,1
1251.0,88,88,69,105,105,585,645,658,643,654,645,4,-2
1117.0,89,315,462,-105,-105,375,435,711,434,837,435,-126,-1
499.0,90,57,33,105,-105,585,435,628,433,618,435,10,-2
536.0,91,102,69,-105,105,375,645,447,642,444,645,3,-3
598.0,92,131,119,105,-105,585,435,697,424,704,435,-7,-11
550.0,93,93,69,105,-105,585,435,647,439,654,435,-7,4
534.0,94,94,69,105,-105,585,435,653,434,654,435,-1,-1
501.0,95,2,12,105,105,585,645,596,642,597,645,-1,-3
782.0,96,316,462,-105,-105,375,435,743,437,837,435,-94,2
686.0,97,154,119,-105,-105,375,435,524,435,494,435,30,0
635.0,98,284,462,105,105,585,645,1057,644,1047,645,10,-1
768.0,99,348,583,-105,105,375,645,902,651,958,645,-56,6
400.0,100,62,33,-105,105,375,645,408,644,408,645,0,-1
569.0,101,123,119,105,105,585,645,736,644,704,645,32,-1
634.0,102,274,355,-105,-105,375,435,693,438,730,435,-37,3
534.0,103,89,69,105,105,585,645,666,642,654,645,12,-3
670.0,104,314,462,-105,-105,375,435,751,435,837,435,-86,0
817.0,105,248,355,105,105,585,645,861,644,940,645,-79,-1
634.0,106,129,119,105,105,585,645,729,642,704,645,25,-3
566.0,107,167,183,105,105,585,645,779,641,768,645,11,-4
735.0,108,113,69,-105,-105,375,435,457,441,444,435,13,6
550.0,109,109,69,-105,105,375,645,469,652,444,645,25,7
416.0,110,61,33,-105,105,375,645,401,649,408,645,-7,4
636.0,111,267,355,-105,105,375,645,669,641,730,645,-61,-4
484.0,112,112,69,-105,-105,375,435,467,435,444,435,23,0
534.0,113,180,183,-105,105,375,645,586,641,558,645,28,-4
1400.0,114,160,183,105,105,585,645,727,640,768,645,-41,-5
414.0,115,115,69,-105,-105,375,435,433,439,444,435,-11,4
519.0,116,40,33,105,105,585,645,617,645,618,645,-1,0
465.0,117,71,33,-105,-105,375,435,415,435,408,435,7,0
517.0,118,105,69,-105,105,375,645,442,644,444,645,-2,-1
482.0,119,119,69,-105,-105,375,435,449,422,444,435,5,-13
301.0,120,78,33,-105,-105,375,435,398,438,408,435,-10,3
468.0,121,245,355,105,105,585,645,964,644,940,645,24,-1
650.0,122,320,583,105,105,585,645,1137,648,1168,645,-31,3
419.0,123,100,69,-105,105,375,645,455,648,444,645,11,3
617.0,124,277,355,-105,-105,375,435,674,432,730,435,-56,-3
498.0,125,125,119,105,105,585,645,701,646,704,645,-3,1
515.0,126,227,262,-105,105,375,645,625,653,637,645,-12,8
516.0,127,53,33,105,-105,585,435,624,435,618,435,6,0
567.0,128,199,183,-105,-105,375,435,526,432,558,435,-32,-3
717.0,129,332,583,105,-105,585,435,1170,450,1168,435,2,15
485.0,130,70,33,-105,-105,375,435,413,433,408,435,5,-2
565.0,131,19,12,105,-105,585,435,598,434,597,435,1,-1
916.0,132,298,462,105,-105,585,435,974,426,1047,435,-73,-9
434.0,133,42,33,105,105,585,645,631,652,618,645,13,7
315.0,134,33,12,-105,-105,375,435,382,433,387,435,-5,-2
367.0,135,54,33,105,-105,585,435,619,434,618,435,1,-1
450.0,136,201,262,105,105,585,645,808,645,847,645,-39,0
603.0,137,275,355,-105,-105,375,435,704,449,730,435,-26,14
566.0,138,353,583,-105,-105,375,435,924,440,958,435,-34,5
517.0,139,211,262,105,-105,585,435,825,434,847,435,-22,-1
750.0,140,187,183,-105,105,375,645,554,648,558,645,-4,3
498.0,141,81,69,105,105,585,645,658,646,654,645,4,1
517.0,142,163,183,105,105,585,645,754,645,768,645,-14,0
518.0,143,350,583,-105,-105,375,435,927,440,958,435,-31,5
899.0,144,261,355,-105,105,375,645,667,659,730,645,-63,14
568.0,145,291,462,105,-105,585,435,1076,433,1047,435,29,-2
533.0,146,272,355,-105,-105,375,435,760,432,730,435,30,-3
583.0,147,16,12,105,-105,585,435,600,439,597,435,3,4
685.0,148,299,462,105,-105,585,435,973,430,1047,435,-74,-5
502.0,149,178,183,105,-105,585,435,766,432,768,435,-2,-3
483.0,150,151,119,-105,-105,375,435,463,439,494,435,-31,4
966.0,151,117,69,-105,-105,375,435,419,435,444,435,-25,0
448.0,152,75,33,-105,-105,375,435,416,438,408,435,8,3
652.0,153,251,355,105,-105,585,435,938,426,940,435,-2,-9
469.0,154,193,183,-105,-105,375,435,563,439,558,435,5,4
632.0,155,359,583,-105,-105,375,435,1051,432,958,435,93,-3
567.0,156,37,12,-105,-105,375,435,388,435,387,435,1,0
551.0,157,263,355,-105,105,375,645,701,646,730,645,-29,1
717.0,158,217,262,105,-105,585,435,793,430,847,435,-54,-5
517.0,159,159,119,-105,-105,375,435,503,439,494,435,9,4
482.0,160,63,33,-105,105,375,645,408,643,408,645,0,-2
550.0,161,292,462,105,-105,585,435,1054,431,1047,435,7,-4
498.0,162,56,33,105,-105,585,435,629,435,618,435,11,0
551.0,163,175,183,105,-105,585,435,751,432,768,435,-17,-3
733.0,164,354,583,-105,-105,375,435,948,448,958,435,-10,13
567.0,165,165,183,105,105,585,645,799,638,768,645,31,-7
699.0,166,166,183,105,105,585,645,728,647,768,645,-40,2
667.0,167,323,583,105,105,585,645,1211,645,1168,645,43,0
700.0,168,168,183,105,105,585,645,769,645,768,645,1,0
634.0,169,226,262,-105,105,375,645,625,643,637,645,-12,-2
614.0,170,15,12,105,-105,585,435,602,435,597,435,5,0
585.0,171,279,355,-105,-105,375,435,724,437,730,435,-6,2
617.0,172,340,583,-105,105,375,645,937,646,958,645,-21,1
620.0,173,86,69,105,105,585,645,685,647,654,645,31,2
968.0,174,355,583,-105,-105,375,435,844,431,958,435,-114,-4
635.0,175,173,183,105,-105,585,435,791,427,768,435,23,-8
586.0,176,176,183,105,-105,585,435,786,433,768,435,18,-2
535.0,177,84,69,105,105,585,645,670,645,654,645,16,0
649.0,178,221,262,-105,105,375,645,608,647,637,645,-29,2
583.0,179,50,33,105,-105,585,435,622,438,618,435,4,3
685.0,180,29,12,-105,105,375,645,390,646,387,645,3,1
599.0,181,43,33,105,105,585,645,607,644,618,645,-11,-1
568.0,182,98,69,105,-105,585,435,649,439,654,435,-5,4
668.0,183,198,183,-105,-105,375,435,563,434,558,435,5,-1
683.0,184,338,583,105,-105,585,435,1155,436,1168,435,-13,1
633.0,185,177,183,105,-105,585,435,780,437,768,435,12,2
601.0,186,186,183,-105,105,375,645,574,633,558,645,16,-12
668.0,187,161,183,105,105,585,645,797,639,768,645,29,-6
619.0,188,118,69,-105,-105,375,435,438,437,444,435,-6,2
716.0,189,285,462,105,105,585,645,1085,651,1047,645,38,6
584.0,190,148,119,-105,105,375,645,493,648,494,645,-1,3
553.0,191,130,119,105,-105,585,435,700,432,704,435,-4,-3
550.0,192,114,69,-105,-105,375,435,440,436,444,435,-4,1
667.0,193,183,183,-105,105,375,645,546,642,558,645,-12,-3
666.0,194,99,69,105,-105,585,435,659,427,654,435,5,-8
600.0,195,195,183,-105,-105,375,435,560,440,558,435,2,5
618.0,196,21,12,-105,105,375,645,392,647,387,645,5,2
632.0,197,197,183,-105,-105,375,435,541,437,558,435,-17,2
633.0,198,237,262,-105,-105,375,435,633,430,637,435,-4,-5
535.0,199,3,12,105,105,585,645,595,643,597,645,-2,-2
667.0,200,200,262,105,105,585,645,881,654,847,645,34,9
801.0,201,210,262,105,-105,585,435,819,434,847,435,-28,-1
517.0,202,85,69,105,105,585,645,633,646,654,645,-21,1
687.0,203,327,583,105,105,585,645,1091,626,1168,645,-77,-19
490.0,204,204,262,105,105,585,645,847,646,847,645,0,1
483.0,205,124,119,105,105,585,645,711,649,704,645,7,4
717.0,206,301,462,-105,105,375,645,783,649,837,645,-54,4
650.0,207,188,183,-105,105,375,645,535,652,558,645,-23,7
550.0,208,208,262,105,105,585,645,852,648,847,645,5,3
650.0,209,313,462,-105,-105,375,435,863,431,837,435,26,-4
768.0,210,205,262,105,105,585,645,826,649,847,645,-21,4
586.0,211,225,262,-105,105,375,645,604,648,637,645,-33,3
516.0,212,72,33,-105,-105,375,435,420,434,408,435,12,-1
550.0,213,55,33,105,-105,585,435,611,438,618,435,-7,3
583.0,214,231,262,-105,-105,375,435,633,438,637,435,-4,3
616.0,215,110,69,-105,-105,375,435,452,436,444,435,8,1
600.0,216,31,12,-105,-105,375,435,386,436,387,435,-1,1
716.0,217,196,183,-105,-105,375,435,528,434,558,435,-30,-1
549.0,218,83,69,105,105,585,645,665,646,654,645,11,1
501.0,219,107,69,-105,105,375,645,439,645,444,645,-5,0
701.0,220,351,583,-105,-105,375,435,915,429,958,435,-43,-6
600.0,221,280,462,105,105,585,645,1027,646,1047,645,-20,1
537.0,222,222,262,-105,105,375,645,635,642,637,645,-2,-3
616.0,223,216,262,105,-105,585,435,908,435,847,435,61,0
633.0,224,288,462,105,105,585,645,1018,634,1047,645,-29,-11
664.0,225,260,355,-105,105,375,645,675,652,730,645,-55,7
649.0,226,305,462,-105,105,375,645,814,648,837,645,-23,3
583.0,227,8,12,105,105,585,645,600,644,597,645,3,-1
901.0,228,212,262,105,-105,585,435,807,428,847,435,-40,-7
784.0,229,349,583,-105,105,375,645,1028,661,958,645,70,16
633.0,230,230,262,-105,-105,375,435,612,440,637,435,-25,5
736.0,231,218,262,105,-105,585,435,876,436,847,435,29,1
1516.0,232,184,183,-105,105,375,645,508,648,558,645,-50,3
682.0,233,329,583,105,105,585,645,1194,627,1168,645,26,-18
584.0,234,190,183,-105,-105,375,435,559,439,558,435,1,4
550.0,235,202,262,105,105,585,645,855,650,847,645,8,5
702.0,236,236,262,-105,-105,375,435,631,434,637,435,-6,-1
634.0,237,96,69,105,-105,585,435,683,434,654,435,29,-1
534.0,238,47,33,105,105,585,645,626,646,618,645,8,1
647.0,239,220,262,-105,105,375,645,662,656,637,645,25,11
567.0,240,76,33,-105,-105,375,435,415,434,408,435,7,-1
584.0,241,241,355,105,105,585,645,906,645,940,645,-34,0
534.0,242,142,119,-105,105,375,645,498,651,494,645,4,6
718.0,243,358,583,-105,-105,375,435,911,419,958,435,-47,-16
585.0,244,90,69,105,-105,585,435,668,433,654,435,14,-2
502.0,245,150,119,-105,-105,375,435,481,435,494,435,-13,0
568.0,246,246,355,105,105,585,645,998,654,940,645,58,9
720.0,247,289,462,105,105,585,645,1027,622,1047,645,-20,-23
816.0,248,243,355,105,105,585,645,870,650,940,645,-70,5
951.0,249,357,583,-105,-105,375,435,874,442,958,435,-84,7
516.0,250,67,33,-105,105,375,645,394,647,408,645,-14,2
550.0,251,334,583,105,-105,585,435,1064,411,1168,435,-104,-24
366.0,252,4,12,105,105,585,645,594,647,597,645,-3,2
519.0,253,253,355,105,-105,585,435,889,431,940,435,-51,-4
798.0,254,254,355,105,-105,585,435,844,434,940,435,-96,-1
567.0,255,336,583,105,-105,585,435,1214,433,1168,435,46,-2
634.0,256,295,462,105,-105,585,435,978,441,1047,435,-69,6
617.0,257,25,12,-105,105,375,645,385,647,387,645,-2,2
534.0,258,249,355,105,105,585,645,915,644,940,645,-25,-1
533.0,259,147,119,-105,105,375,645,483,647,494,645,-11,2
517.0,260,0,12,105,105,585,645,602,646,597,645,5,1
552.0,261,262,355,-105,105,375,645,748,647,730,645,18,2
634.0,262,171,183,105,-105,585,435,730,430,768,435,-38,-5
534.0,263,156,119,-105,-105,375,435,496,432,494,435,2,-3
417.0,264,182,183,-105,105,375,645,572,645,558,645,14,0
435.0,265,39,12,-105,-105,375,435,388,436,387,435,1,1
485.0,266,158,119,-105,-105,375,435,469,436,494,435,-25,1
534.0,267,324,583,105,105,585,645,1184,634,1168,645,16,-11
582.0,268,268,355,-105,105,375,645,699,653,730,645,-31,8
450.0,269,64,33,-105,105,375,645,401,646,408,645,-7,1
1702.0,270,270,355,-105,-105,375,435,687,434,730,435,-43,-1
601.0,271,213,262,105,-105,585,435,824,430,847,435,-23,-5
452.0,272,44,33,105,105,585,645,628,647,618,645,10,2
501.0,273,235,262,-105,-105,375,435,605,439,637,435,-32,4
469.0,274,330,583,105,-105,585,435,1100,429,1168,435,-68,-6
649.0,275,5,12,105,105,585,645,600,646,597,645,3,1
784.0,276,73,33,-105,-105,375,435,413,442,408,435,5,7
632.0,277,116,69,-105,-105,375,435,439,439,444,435,-5,4
565.0,278,252,355,105,-105,585,435,930,421,940,435,-10,-14
934.0,279,331,583,105,-105,585,435,1081,442,1168,435,-87,7
501.0,280,41,33,105,105,585,645,613,649,618,645,-5,4
650.0,281,278,355,-105,-105,375,435,652,440,730,435,-78,5
565.0,282,290,462,105,-105,585,435,992,426,1047,435,-55,-9
516.0,283,283,462,105,105,585,645,1054,651,1047,645,7,6
503.0,284,17,12,105,-105,585,435,600,436,597,435,3,1
552.0,285,101,69,-105,105,375,645,450,644,444,645,6,-1
535.0,286,281,462,105,105,585,645,1039,640,1047,645,-8,-5
850.0,287,287,462,105,105,585,645,997,656,1047,645,-50,11
533.0,288,247,355,105,105,585,645,936,645,940,645,-4,0
616.0,289,170,183,105,-105,585,435,742,439,768,435,-26,4
501.0,290,282,462,105,105,585,645,1079,648,1047,645,32,3
647.0,291,232,262,-105,-105,375,435,589,444,637,435,-48,9
585.0,292,12,12,105,-105,585,435,593,436,597,435,-4,1
583.0,293,307,462,-105,105,375,645,772,636,837,645,-65,-9
566.0,294,91,69,105,-105,585,435,655,435,654,435,1,0
449.0,295,7,12,105,105,585,645,596,649,597,645,-1,4
548.0,296,207,262,105,105,585,645,814,645,847,645,-33,0
450.0,297,97,69,105,-105,585,435,675,446,654,435,21,11
550.0,298,352,583,-105,-105,375,435,923,438,958,435,-35,3
502.0,299,153,119,-105,-105,375,435,492,434,494,435,-2,-1
518.0,300,140,119,-105,105,375,645,505,648,494,645,11,3
517.0,301,143,119,-105,105,375,645,492,644,494,645,-2,-1
700.0,302,146,119,-105,105,375,645,517,647,494,645,23,2
533.0,303,77,33,-105,-105,375,435,411,437,408,435,3,2
566.0,304,132,119,105,-105,585,435,735,435,704,435,31,0
551.0,305,35,12,-105,-105,375,435,389,435,387,435,2,0
618.0,306,273,355,-105,-105,375,435,698,433,730,435,-32,-2
467.0,307,293,462,105,-105,585,435,1001,435,1047,435,-46,0
517.0,308,308,462,-105,105,375,645,824,636,837,645,-13,-9
570.0,309,309,462,-105,105,375,645,836,642,837,645,-1,-3
717.0,310,310,462,-105,-105,375,435,793,435,837,435,-44,0
833.0,311,311,462,-105,-105,375,435,793,444,837,435,-44,9
835.0,312,312,462,-105,-105,375,435,786,433,837,435,-51,-2
686.0,313,157,119,-105,-105,375,435,489,439,494,435,-5,4
656.0,314,164,183,105,105,585,645,772,640,768,645,4,-5
716.0,315,223,262,-105,105,375,645,601,654,637,645,-36,9
752.0,316,139,119,105,-105,585,435,718,434,704,435,14,-1
536.0,317,38,12,-105,-105,375,435,391,435,387,435,4,0
700.0,318,229,262,-105,105,375,645,623,638,637,645,-14,-7
552.0,319,133,119,105,-105,585,435,698,438,704,435,-6,3
868.0,320,321,583,105,105,585,645,1075,660,1168,645,-93,15
587.0,321,347,583,-105,105,375,645,948,652,958,645,-10,7
652.0,322,322,583,105,105,585,645,1113,651,1168,645,-55,6
467.0,323,103,69,-105,105,375,645,448,651,444,645,4,6
400.0,324,66,33,-105,105,375,645,411,643,408,645,3,-2
583.0,325,325,583,105,105,585,645,1203,651,1168,645,35,6
685.0,326,326,583,105,105,585,645,1187,647,1168,645,19,2
629.0,327,189,183,-105,105,375,645,541,650,558,645,-17,5
450.0,328,95,69,105,-105,585,435,652,435,654,435,-2,0
516.0,329,209,262,105,105,585,645,866,648,847,645,19,3
716.0,330,318,462,-105,-105,375,435,841,441,837,435,4,6
533.0,331,138,119,105,-105,585,435,724,430,704,435,20,-5
534.0,332,250,355,105,-105,585,435,908,431,940,435,-32,-4
1166.0,333,333,583,105,-105,585,435,1069,442,1168,435,-99,7
549.0,334,162,183,105,105,585,645,792,638,768,645,24,-7
634.0,335,214,262,105,-105,585,435,832,432,847,435,-15,-3
553.0,336,145,119,-105,105,375,645,480,643,494,645,-14,-2
600.0,337,120,119,105,105,585,645,707,646,704,645,3,1
600.0,338,149,119,-105,105,375,645,482,644,494,645,-12,-1
667.0,339,339,583,105,-105,585,435,1146,441,1168,435,-22,6
685.0,340,172,183,105,-105,585,435,823,430,768,435,55,-5
567.0,341,32,12,-105,-105,375,435,384,435,387,435,-3,0
667.0,342,265,355,-105,105,375,645,704,647,730,645,-26,2
667.0,343,343,583,-105,105,375,645,920,643,958,645,-38,-2
700.0,344,344,583,-105,105,375,645,941,649,958,645,-17,4
647.0,345,191,183,-105,-105,375,435,560,438,558,435,2,3
751.0,346,356,583,-105,-105,375,435,952,444,958,435,-6,9
686.0,347,104,69,-105,105,375,645,451,643,444,645,7,-2
716.0,348,185,183,-105,105,375,645,540,642,558,645,-18,-3
685.0,349,181,183,-105,105,375,645,539,649,558,645,-19,4
732.0,350,194,183,-105,-105,375,435,572,429,558,435,14,-6
584.0,351,136,119,105,-105,585,435,696,430,704,435,-8,-5
486.0,352,46,33,105,105,585,645,624,642,618,645,6,-3
636.0,353,335,583,105,-105,585,435,1092,445,1168,435,-76,10
536.0,354,294,462,105,-105,585,435,1049,440,1047,435,2,5
666.0,355,302,462,-105,105,375,645,816,651,837,645,-21,6
852.0,356,346,583,-105,105,375,645,915,650,958,645,-43,5
983.0,357,255,355,105,-105,585,435,855,439,940,435,-85,4
766.0,358,192,183,-105,-105,375,435,551,434,558,435,-7,-1
583.0,359,203,262,105,105,585,645,871,647,847,645,24,2
